﻿Раздел;Название зала;Комплекс;Город;Страна;Регион;Вместимость;Архитектор;Акустический консультант;Открытие/сдача;Комментарий;Источник;Доп. источники;ФОТО;Статус
Залы библиотек;Lei Wa Lakom Library;Programa Parallel Gives;деревня Казоле, Занзибар;Танзания;Африка;н/д (площадь 100 кв.м);Parallel Studio (главный архитектор Mai Al Busairi);н/д;25 декабря 2025;Небольшая климатоадаптивная деревенская библиотека для детей, второй реализованный проект социальной программы Parallel Gives после Mariam's Library.;https://archello.com/project/lei-wa-lakom-library;;;не проверен
Залы библиотек;The Spencer Building (Corpus Christi College Library);Corpus Christi College, University of Oxford;Оксфорд;Великобритания;Европа;55 читательских мест (плюс 6 исследовательских столов);Wright & Wright Architects;Max Fordham;октябрь–декабрь 2025 (строит. завершение окт. 2025, офиц. открытие лордом Хейгом 6 дек. 2025);Первое расширение библиотеки колледжа за 500-летнюю историю, сертифицировано по стандарту Passivhaus, три читальных зала из латуни и дуба увеличили число мест для занятий на 60%.;https://www.dezeen.com/2025/11/18/wright-wright-the-spencer-building/;https://www.maxfordham.com/projects/spencer-building-corpus-christi-college-university-of-oxford;;не проверен
Залы библиотек;Library+ Caloundra;н/д;Калаундра, Саншайн-Кост;Австралия;Океания;н/д;Wilson Architects;н/д;2025;"Адаптивное переустройство пустующего гражданского здания 1990-х в библиотеку-хаб с рейтингом 6 Star Green Star, солнечными панелями и накопителями энергии; финалист IFLA Public Library of the Year 2026.";https://www.ifla.org/news/shortlist-ploty-2026/;https://www.sunshinecoast.qld.gov.au/council/planning-and-projects/major-regional-projects/caloundra-cbd-project/cal-library;;не проверен
Залы библиотек;Huis73 (мультизальный культурный центр);Huis73;Хертогенбос;Нидерланды;Европа;н/д;Korteknie Stuhlmacher Architecten;Peutz;22 мая 2025;Два национальных памятника архитектуры объединены в мультифункциональный культурный центр (библиотека, любительское искусство, музыкальное и театральное образование) с акустическим решением твёрдых исторических поверхностей.;https://www.huis73.nl/nieuws/huis73-opent-deuren-met-ceremonie-waarin-de-stad-samenkomt;;;не проверен
Прочие залы;Roig Arena;н/д;Валенсия;Испания;Европа;20000 (концертная конфигурация) / 15600 (баскетбол);HOK совместно с ERRE Arquitectura;Vanguardia (a Buro Happold company);сентябрь 2025 (первое мероприятие 6 сентября);"Мультифункциональная арена (дом баскетбольного клуба Valencia Basket) с фасадом из 8600 керамических ламелей; открыта концертом-трибьютом Нино Браво.";https://efe.com/comunidad-valenciana/2025-09-06/selfis-en-la-fachada-y-elogios-a-la-estetica-y-acustica-en-la-apertura-del-roig-arena/;"https://www.burohappold.com/projects/roig-arena/; https://vanguardia.co.uk/projects/roig-arena/ | https://www.thestadiumbusiness.com/2025/09/08/roig-arena-stages-first-event/";;не проверен
Прочие залы;Greater Bay Area Arena;Greater Bay Area Sports Centre;Гуанчжоу (Наньша);Китай;Азия;20000 (баскетбол и другие индор-мероприятия);Zaha Hadid Architects совместно с Guangdong Architectural Design and Research Institute (GDAD);н/д;2025 (первые мероприятия с 5 декабря 2025);"Изогнутые формы арены и стадиона на 60000 мест вдохновлены корпусами парусных судов эпохи Сун; часть 70-гектарного прибрежного парка.";https://www.dezeen.com/2025/11/26/greater-bay-area-sports-centre-zaha-hadid-architects/;;;не проверен
Прочие залы;Avicii Arena (реконструкция);н/д;Стокгольм;Швеция;Европа;16000;HOK, CF Møller Architects;Efterklang;фев.25;Крупнейшая после MSG Sphere сферическая арена мира (открыта в 1989) прошла полную модернизацию инженерных систем и мест при сохранении охраняемой сферической оболочки.;https://www.dezeen.com/2025/02/07/spherical-avicii-arena-reopens-stockholm/;https://efterklang.org/projects/avicii-arena-stockholm/;;не проверен
Прочие залы;The Dome Nasrec (Goldrush Dome);н/д;Йоханнесбург;ЮАР;Африка;"10500 (по данным анонса Live Nation; на церемонии открытия заявлено 6000)";н/д;н/д;"январь 2025 (открытие для событий); официально открыт 11 февраля 2025";Первая постоянная площадка Live Nation в Африке рядом со стадионом FNB, крупнейший специализированный концертно-выставочный зал ЮАР площадью более 6000 м².;https://www.travelnews.co.za/article/massive-new-multi-purpose-venue-set-to-open-in-jhb;"https://www.travelnews.co.za/article/massive-new-multi-purpose-venue-set-to-open-in-jhb; https://stadiummanagement.co.za/the-dome/ — архитектор не назван ни в одном источнике; акустика/техническое оснащение обеспечивается Gearhouse Group как техническим партнёром, но выделенного акустического консультанта не найдено";;не проверен
Прочие залы;Addis International Convention Center (AICC);н/д;Аддис-Абеба;Эфиопия;Африка;до 10000 (два зала по 3000-4000 + 8 малых/средних залов);Universal Consultants (арх. Brook Teklehaimanot Haileselassie);н/д;1 марта 2025;Крупнейший конгресс-центр Эфиопии, открыт премьер-министром Абием Ахмедом как часть проекта коридорного развития Аддис-Абебы.;https://www.ena.et/web/eng/w/eng_6076988;"https://ketemajournal.com/story/aicc-addis-international-convention-center/; https://www.ena.et/web/eng/w/eng_6076988";;не проверен
Прочие залы;Centre des Congrès de Nîmes;н/д;Ним;Франция;Европа;н/д (площадь 8000 кв.м);3XN совместно с Chabanne;Marshall Day Acoustics (акустическое проектирование), Scenarchie (сценография);2025 (статус Completed 2025);Конгресс-центр деликатно вписан в исторический центр Нима рядом с римским амфитеатром и храмом Мезон-Карре.;https://3xn.com/project/palais-des-congres;;;не проверен
Прочие залы;Trofa Town Hall;н/д;Трофа;Португалия;Европа;6232 кв.м (площадь здания);NOARQ | José Carlos Nunes de Oliveira;InAcoustics;2025;"Здание ратуши, получившееся из реконструкции и расширения старого промышленного здания в тёмный кирпичный «Дом для всех»; World Building of the Year 2025 по версии World-Architects.";https://world-architects.com/en/architecture-news/found/town-hall-in-portugal-wins-building-of-the-year;https://www.archdaily.com/1018065/trofa-town-hall-noarq | https://www.inacoustics.com/en/portfolio/trofa_town_hall/;;не проверен
Прочие залы;Jyoti-Bishnu Antarjatik Kala Mandir (Jyoti Bishnu Prekshagriha);н/д;Гувахати;Индия;Азия;5000;н/д;н/д;"август 2025 (открытие для мероприятий); официальное открытие 29 декабря 2025";Крупнейший многофункциональный аудиториум северо-востока Индии на солнечной энергии, назван в честь культурных деятелей Ассама, вмещает конференции и концерты до 5000 человек.;https://www.inavateapac.com/case-studies/article/a-flexible-flagship-jyoti-bishnu-prekshagriha-auditorium;;;не проверен
Прочие залы;Al-Mujadilah Centre and Mosque for Women;Education City;Доха;Катар;Ближний Восток;н/д (площадь 4600 кв.м);Diller Scofidio + Renfro;Charcoalblue (в кредитах: Technology Specialist, AV, and Acoustics);2025;"Первая в мусульманском мире специально построенная современная мечеть для женщин; молитвенный зал повёрнут на 17° к Мекке под волнистой перфорированной каменной кровлей.";https://www.dezeen.com/2025/06/06/womens-mosque-al-mujadilah-centre-qatar-diller-scofidio-renfro/;https://dsrny.com/project/al-mujadilah-center-and-mosque-for-women;;не проверен
Прочие залы;Eczacıbaşı Sports Hall;н/д;Стамбул;Турция;Ближний Восток;4000 (соревновательная арена);Yazgan Design Architecture;Mezzo (Akustik Projesi / Akustik Danışmanı);2025;Многофункциональный волейбольный зал по стандартам FIVB/CEV с музеем спортклуба и полностью покрытой солнечными панелями кровлей.;https://architizer.com/projects/eczacibasi-sports-hall-2/;https://yapidergisi.com/eczacibasi-spor-salonu/;;не проверен
Прочие залы;Rathaus Hohenems (новая ратуша);н/д;Хоэнемс;Австрия;Европа;2030 кв.м чистой площади (Nettoraumfläche), >80 рабочих мест;Berktold Weber Architekten;н/д;2025;Шестиэтажная деревянная ратуша со скульптурным фасадом из еловых панелей и центральным многоуровневым атриумом, построена по принципам Cradle2Cradle.;https://afasiaarchzine.com/2025/11/town-hall-hohenems-berktold-weber/;https://www.hohenems.at/news/neues-hohenemser-rathaus-projekt-im-zeitplan/;;не проверен
Прочие залы;Главный зал Tashir Arena;Tashir Arena;Ереван;Армения;Россия и СНГ;2000;н/д;н/д;24 октября 2025;"Купол высотой 27 м с мультимедийными системами; манеж-трансформер спроектирован для цирковых шоу, спорта и концертов, аналогов в СНГ, по заявлению создателей, нет.";https://yerevan.today/ru/v-erevane-otkrylsya-ne-imeyushhij-analogov-v-sng-tashir-arena/;"https://tashirarena.am/ru/about-us/ ; https://yerevan.today/ru/v-erevane-otkrylsya-ne-imeyushhij-analogov-v-sng-tashir-arena/ — искали architect и acoustics, ни в одном источнике не названы ни архбюро, ни акустический консультант (упомянуты только поставщики звукового/светового оборудования Adamson/ACME). Оставлено н/д.";;не проверен
Прочие залы;MOSI Digital Dome Theatre (Saunders Planetarium);Museum of Science & Industry (MOSI);Тампа;США;Северная Америка;более 330;н/д;н/д;1 апреля 2025;Второй по величине планетарий Америки с экраном 10000 кв.футов и 8K-проекцией, заменил старый зал на 46 мест.;https://mosi.org/americas-second-largest-planetarium-now-open-at-tampas-mosi/;;;не проверен
Прочие залы;Dorrance DOME (планетарий);Arizona Science Center;Финикс;США;Северная Америка;205 (200 премиум-мест: 112 фиксированных + 88 подвижных, плюс 5 ADA-мест);DLR Group;DLR Group (собственная акустическая и аудиовизуальная служба);17 октября 2025;Один из самых технологически продвинутых цифровых куполов мира на системе Cosm CX System LED Dome.;https://www.azscience.org/about/news-room/2025/dorrance-dome-now-open-to-the-public/;"https://www.azscience.org/experience/dorrance-dome/; https://www.dlrgroup.com/work/arizona-science-center-planetarium-renovation/";;не проверен
Прочие залы;Spartanburg Planetarium Auditorium;Spartanburg Planetarium Learning Center;Спартанберг;США;Северная Америка;136;McMillan Pazdan Smith Architecture;н/д;17 октября 2025;Новый планетарно-образовательный центр площадью 28000 кв.футов на средства округа и частных доноров ($15 млн).;https://www.postandcourier.com/spartanburg/news/spartanburg-planetarium-learning-center-opened/article_1c625256-7342-4f51-93ff-5814788344db.html;"https://www.postandcourier.com/spartanburg/news/spartanburg-planetarium-learning-center-opened/article_1c625256-7342-4f51-93ff-5814788344db.html; https://www.mcmillanpazdansmith.com/spartanburg-planetarium-to-break-ground-this-fall-with-design-by-mcmillan-pazdan-smith/";;не проверен
Прочие залы;Osvaldo N. Soto Miami-Dade Justice Center;н/д;Майами;США;Северная Америка;46 залов суда присяжных + 4 резервных;HOK;н/д;10 ноября 2025;23-этажное здание судов площадью 620000 кв.футов заменило исторический суд 1928 года, где судили Аль Капоне.;https://justicedesignnews.com/news/gleaming-new-miami-dade-justice-center-debuts-downtown/;;;не проверен
Прочие залы;Jami At-Taqwa Mosque;н/д;Чибинонг;Индонезия;Азия;н/д;Ismail Solehudin Architecture;н/д;2025;Молитвенный зал с складчатыми кирпичными стенами и кровлей, форма которых метафорически отражает акт земного поклона (суджуд).;https://www.designboom.com/architecture/pleated-brick-walls-folding-facade-java-mosque-ismail-solehudin-architecture-jami-at-taqwa-mosque-cibinong-indonesia-10-07-2025/;;;не проверен
Прочие залы;Techo International Airport (главный терминал, первая очередь);н/д;Пномпень;Камбоджа;Азия;н/д (терминал 235500 кв.м);Foster + Partners;Sandy Brown;2025 (первая очередь открыта для публики);"Головное здание и северный пирс нового аэропорта отражают камбоджийскую традиционную архитектуру и тропический ландшафт; южный пирс достроят к 2030.";https://www.archdaily.com/1035263/techo-international-airport-by-foster-plus-partners-opens-in-phnom-penh-cambodia;https://www.archdaily.com/1035264/techo-international-airport-cambodia-foster-plus-partners;;не проверен
Прочие залы;China National Convention Center Phase II;н/д;Пекин;Китай;Азия;н/д (площадь 418680 кв.м);2Portzamparc (Elizabeth de Portzamparc);н/д;2025 (официально открыт);"Изогнутая форма фасада с многочисленными проёмами навеяна образом взлетающих птиц; здание завершает пекинскую центральную ось на севере.";https://www.archdaily.com/1034910/china-national-convention-center-phase-ii-2portzamparc-elizabeth-de-portzamparc;;;не проверен
Театральные залы;Twyford Theatre;н/д;Меримбула, Новый Южный Уэльс;Австралия;Океания;199;Michael Marshman & Associates;н/д;11 апреля 2025;Новый театральный зал.;https://thetwyford.com.au/about/twyford-theatre-construction-faq/;;;не проверен
Прочие залы;The Pinnacle;н/д;Нашвилл, Теннесси;США;Северная Америка;4500;HOK;н/д;27 февраля 2025;Концертная площадка в Nashville Yards, 4500 мест, HOK.;https://en.wikipedia.org/wiki/The_Pinnacle_(music_venue);;;не проверен
Музыкальные залы;Ceremony;н/д;Окленд, Калифорния;США;Северная Америка;1000;н/д;н/д;7 марта 2025;Музыкальная площадка на 1000 мест, D&B Audiotechnik.;https://oaklandside.org/2025/02/14/ceremony-new-music-venue-downtown/;;;не проверен
Музыкальные залы;Channel 24;н/д;Сакраменто, Калифорния;США;Северная Америка;2150;н/д;н/д;24 апреля 2025;Концертная площадка на 2150 мест, оператор Another Planet Entertainment.;https://channel24sac.com/venue-info;;;не проверен
Музыкальные залы;Blue Note Los Angeles;Blue Note;Лос-Анджелес;США;Северная Америка;200 + 100;н/д;н/д;6 августа 2025;Джаз-клуб Blue Note на Сансет-бульваре: главный зал 200 мест + зал B-Side на 100 мест.;https://www.dailynews.com/2025/08/15/blue-note-las-opening-night-with-robert-glasper-kicks-off-with-a-bang-and-a-hi-hat;;;не проверен
Прочие залы;Toyota Arena Tokyo;н/д;Токио;Япония;Азия;10000;н/д;н/д;3 октября 2025;Многофункциональная арена в Одайбе (Аоми), ~10 000 мест, генподрядчик Kajima.;https://global.toyota/en/newsroom/corporate/38650021.html;;;не проверен
Прочие залы;Arena Guadalajara;н/д;Гвадалахара, Халиско;Мексика;Латинская Америка;20000;н/д;н/д;2 октября 2025;Вторая по величине арена Мексики, 20 000 мест, оператор Zignia Live.;https://www.iqmagazine.com/2025/10/mexicos-arena-guadalajara-to-open-after-months-of-delays;;;не проверен
Прочие залы;OG&E Coliseum;н/д;Оклахома-Сити;США;Северная Америка;8000;Populous;н/д;11 июня 2025;Новая арена на территории OKC Fairgrounds, ~8000 мест, Populous.;https://okcfairpark.com;;;не проверен
Прочие залы;TD Coliseum;н/д;Гамильтон, Онтарио;Канада;Северная Америка;~18500;н/д;акустические панели — да;21 ноября 2025;Реконструкция FirstOntario Centre (бывш. Copps Coliseum), ~17 000 мест, оператор Oak View Group.;https://en.wikipedia.org/wiki/TD_Coliseum;;;не проверен
Прочие залы;Vive Claro;н/д;Богота;Колумбия;Латинская Америка;40000;н/д;н/д;27 июля 2025;Концертный стадион на 40 000 мест в районе Салитре, оператор OCESA Colombia.;https://www.iqmagazine.com/2025/06/all-star-lineup-opening-colombia-vive-claro/;;;не проверен
Прочие залы;The Dome;н/д;Вирджиния-Бич;США;Северная Америка;5000;н/д;н/д;2 мая 2025;Концертная площадка Atlantic Park, 3500 мест (до 5000 в амфитеатр-режиме), Live Nation.;https://virginiabeach.gov/connect/news/bold-new-oceanfront-entertainment-venue-the-dome-set-for-construction-completion-spring-2025;;;не проверен
Прочие залы;Rogers Stadium;н/д;Торонто;Канада;Северная Америка;50000;BaAM Productions;н/д;29 июня 2025;Временный концертный стадион на 50 000 мест (Downsview), Live Nation.;https://en.wikipedia.org/wiki/Rogers_Stadium;;;не проверен
Прочие залы;Kai Tak Stadium;Kai Tak Sports Park;Гонконг;Гонконг;Азия;50000;н/д;н/д;1 марта 2025;Открытый стадион спортпарка Kai Tak, 50 000 мест, раздвишной крыша.;https://en.wikipedia.org/wiki/Kai_Tak_Sports_Park;;;не проверен
Выставочные залы;Edelman Fossil Park & Museum;н/д;Мантау Тауншип, Нью-Джерси;США;Северная Америка;н/д;Ennead Architects;н/д;мар.25;Музей и палеонтологический парк Rowan University, Ennead + KSS.;https://www.efm.org/;;;не проверен
Выставочные залы;Naoshima New Museum of Art;н/д;Наосима;Япония;Азия;н/д;Tadao Ando;н/д;май.25;Новый музей современного искусства, 10-я работа Тадао Андо для Benesse Art Site.;https://benesse-artsite.jp/en/art/nnmoa.html;;;не проверен
Выставочные залы;Almaty Museum of Arts;н/д;Алматы;Казахстан;Россия и СНГ;н/д;Chapman Taylor;н/д;12 сентября 2025;Музей современного искусства, 10 060 м², Chapman Taylor.;https://www.almaty.art/news/almaty-museum-of-arts-opens-on-12-september-2025;;;не проверен
Выставочные залы;Studio Museum in Harlem (новое здание);н/д;Нью-Йорк;США;Северная Америка;н/д;Adjaye Associates + Cooper Robertson;н/д;15 ноября 2025;Новое здание музея, 82 000 кв. футов, 7 этажей.;https://www.studiomuseum.org/press/studio-museum-in-harlem-opens-to-the-public-on-saturday-november-15;;;не проверен
Выставочные залы;Shenzhen Science & Technology Museum;н/д;Шэньчжэнь;Китай;Азия;н/д;Zaha Hadid Architects;н/д;2 мая 2025;Музей науки и технологий, 35 000 кв. м экспозиций.;https://www.archdaily.com/1029730/zaha-hadid-architects-completes-the-shenzhen-science-and-technology-museum;;;не проверен
Выставочные залы;Yellow River National Museum;н/д;Чжэнчжоу;Китай;Азия;н/д;gmp Architekten;н/д;2025;Национальный музей Жёлтой реки, gmp, 100 300 м².;https://www.archdaily.com/1031402/yellow-river-national-museum-building-and-park-gmp-architects;;;не проверен
Выставочные залы;Qinling Museum;н/д;Шанло, Шэньси;Китай;Азия;н/д;CSADI;н/д;2025;Первый комплексный музей экологии и культуры гор Циньлин, CSADI.;https://www.archdaily.com/1041191/qinling-museum-csadi;;;не проверен
Прочие залы;Wave Cube;н/д;Шанхай;Китай;Азия;н/д;Scenic Architecture Office;н/д;2025;Многофункциональный культурный центр, Scenic Architecture Office.;https://www.archdaily.com/1039118/wave-cube-scenic-architecture-office;;;не проверен
Залы библиотек;Rahmah Library;н/д;Кейптаун;ЮАР;Африка;н/д;The MAAK;ARUP (инженер);2025;Библиотека школы Rahmaniyeh (District Six), The MAAK, 215 м².;https://www.archdaily.com/1033750/rahmah-library-the-maak;;;не проверен
Залы библиотек;Amsterdam University Library;н/д;Амстердам;Нидерланды;Европа;н/д;MVSA + Buro Van Stigt;н/д;1 сентября 2025;Новая университетская библиотека на Binnengasthuis, 16 000 м², MVSA + Buro van Stigt.;https://mvsa-architects.com/en/projects/amsterdam-university-library/;;;не проверен
Залы библиотек;Clinton Branch Library;н/д;Клинтон, Южная Каролина;США;Северная Америка;н/д;Studio 2LR + Studio Shea;н/д;2025;Новый филиал библиотеки Laurens County, 10 800 кв. футов, Studio 2LR + Studio Shea.;https://studio2lr.com/portfolio_page/clinton-branch-library;;;не проверен
Залы библиотек;West Wickham Library;н/д;Уэст-Уикхем;Великобритания;Европа;н/д;Brimelow McSweeney Architects;н/д;27 июня 2025;Повторное открытие после многомиллионной реконструкции: кафе, бизнес-лаундж, детская библиотека.;https://www.bromley.gov.uk/news/article/842/state-of-the-art-west-wickham-library-reopens-this-month;;;не проверен
Залы библиотек;Lappeenranta Main Library (реконструкция);н/д;Лаппеэнранта;Финляндия;Европа;н/д;LPR Architects;н/д;2025;Реконструкция главной библиотеки (peruskorjaus 2022–2025), здание 1974 года.;https://directory.libraries.fi/lappeenranta-main-library;;;не проверен
Залы библиотек;Břetislav Kafka Library;н/д;н/д (Чехия);Чехия;Европа;н/д;Papundekl Architects;н/д;2025;Библиотека Бржетислава Кафки.;не удалось подтвердить — вероятно, ошибочная запись (требует проверки);;;не проверен
Лекционные залы;Grappone Hall / Saint Anselm College;Saint Anselm College;Манчестер, Нью-Гэмпшир;США;Северная Америка;200;Lavallee Brensinger Architects;н/д;2025;Новый корпус Jean School of Nursing and Health Sciences с аудиториумом, 45 000 кв. футов.;https://www.anselm.edu/about/anselmian-hub/news/college-celebrates-grappone-hall-new-home-jean-school-nursing-and-health-sciences;;;не проверен
Лекционные залы;Bispebjerg Hospital educational building;Bispebjerg Hospital;н/д (Дания);Дания;Европа;200 аудитория + 100 зал;BBP Arkitekter;н/д;2025;Учебный корпус больницы с аудиториями.;не удалось подтвердить — требует проверки;;;не проверен
Музыкальные залы;Centennial Arts Center, Concord Academy;Concord Academy;Конкорд, Массачусетс;США;Северная Америка;н/д;н/д;н/д;2025;Центр искусств: 125-местный музыкальный зал и 175-местный театр.;https://concordacademy.org/about/our-campus/centennial-arts-center;;;не проверен
Концертные залы;Andermatt Concert Hall;н/д;Андерматт;Швейцария;Европа;650;Studio Seilern Architects;н/д;2025;Концертный зал.;https://www.cladglobal.com, https://amadeus-acoustics.com;;;не проверен
Концертные залы;Cultural Palace Concert Hall;Культурный дворец;Дрезден;Германия;Европа;1800;н/д;акустические инженеры (упом.);2025;Концертный зал Культурного дворца.;https://www.cladglobal.com;;;не проверен
Концертные залы;Salle/Zaal Elisabeth;н/д;Брюссель;Бельгия;Европа;400–600;н/д;Kahle Acoustics;2025;Концертный зал.;https://www.kahle-acoustics.com;;;не проверен
Концертные залы;La Source Vive;н/д;Эвиан;Франция;Европа;~500;Patrick Bouchain, Philippe Chiambaretta (PCA-Stream);н/д;2025;Концертный зал.;https://chroniques-architecture.com;;;не проверен
Концертные залы;Концертный зал ДШИ №12;Детская школа искусств №12;Омск;Россия;Россия и СНГ;200;н/д;н/д;2025;Концертный зал детской школы искусств.;https://omsk.mk.ru;;;не проверен
Театральные залы;Татарский государственный академический театр им. Г. Камала (новое здание);Театр им. Г. Камала;Казань;Россия;Россия и СНГ;"1347 (4 зала; камерный — 241)";Wowhaus, Kengo Kuma & Associates, Werner Sobek;н/д;20 января 2025;Новое здание театра, до 1300 зрителей в 4 залах.;https://entermedia.io/city/novyj-teatr-kamala-ofitsialno-otkryt-rasskazyvaem-10-faktov-o-sovremennom-meste-prityazheniya/;;;не проверен
Театральные залы;Delacorte Theater (реконструкция);н/д;Нью-Йорк;США;Северная Америка;1872 (открытый);Ennead Architects;н/д;2025;Открытый театр в Центральном парке.;https://www.archpaper.com;;;не проверен
Театральные залы;New Hall at Dailes Theatre;Театр Дайлес;Рига;Латвия;Европа;н/д;н/д;н/д;2025;Новый зал театра Дайлес.;https://amberstone.lv;;;не проверен
Театральные залы;Andover Theatre;н/д;Андовер;Великобритания;Европа;410 (главный), всего до 1000;Burrell Foley Fischer (BFF);н/д;2025;Театральный комплекс.;https://www.architectsjournal.co.uk;;;не проверен
Музыкальные залы;Дом музыки (главный зал);Дом музыки;Смоленск;Россия;Россия и СНГ;436;Владимир Плоткин (TPO Reserve);н/д;2025;Главный зал Дома музыки.;https://www.goldtrezzini.ru, https://archi.ru;;;не проверен
Музыкальные залы;Дом музыки (камерный зал);Дом музыки;Смоленск;Россия;Россия и СНГ;172;Владимир Плоткин (TPO Reserve);н/д;2025;Камерный зал Дома музыки.;https://www.goldtrezzini.ru, https://archi.ru;;;не проверен
Музыкальные залы;Дом музыки (органный зал);Дом музыки;Смоленск;Россия;Россия и СНГ;250;Владимир Плоткин (TPO Reserve);н/д;2025;Органный зал Дома музыки.;https://www.goldtrezzini.ru, https://archi.ru;;;не проверен
Музыкальные залы;Концертный зал в Крынице-Морской;н/д;Крыница-Морская;Польша;Европа;362;SLAS Architekci;н/д (естественная акустика);2025;Концертный зал.;https://www.dezeen.com;;;не проверен
Лекционные залы;Lecture Hall Building;н/д;н/д (Германия);Германия;Европа;~700;Bez+Kock Architekten;н/д;2025;Здание лекционных аудиторий.;https://www.archdaily.com;;;не проверен
Лекционные залы;Lecture Hall (Гамбург);н/д;Гамбург;Германия;Европа;700;Nickl & Partner;н/д;2025;Лекционный зал.;https://www.uni-hamburg.de;;;не проверен
Лекционные залы;Lecture Halls (Лейден);н/д;Лейден;Нидерланды;Европа;250–700;Civic Architects;н/д;2025;Лекционные залы.;https://worldarchitecture.org;;;не проверен
Лекционные залы;Constitution Auditorium;н/д;Вильнюс;Литва;Европа;более 250;Valerijus Starkovskis;н/д;2025;Лекционный аудиториум.;https://www.tf.vu.lt;;;не проверен
Выставочные залы;Portlantis;н/д;Роттердам;Нидерланды;Европа;н/д;MVRDV;н/д;2025;Выставочный центр порта.;https://www.archiposition.com;;;не проверен
Выставочные залы;National Medal of Honor Museum;н/д;н/д (США);США;Северная Америка;площадь ~3000 м²;Rafael Viñoly Architects;н/д;2025;Музей Национальной медали Почёта.;https://www.permasteelisagroup.com;;;не проверен
Кинозалы;Movie Town Cinema Complex;н/д;Гонконг;Гонконг;Азия;всего >1600 (7 залов);н/д;н/д;2025;Кинокомплекс из 7 залов.;https://www.linkedin.com;;;не проверен
Залы библиотек;Gosford Regional Library;н/д;Госфорд;Австралия;Океания;300 (многофункц.);Lahznimmo Architects;н/д;2025;Региональная библиотека.;https://architectureau.com;;;не проверен
Залы библиотек;DeValera Library & Súil Art Gallery;н/д;н/д (Ирландия);Ирландия;Европа;н/д;Keith Williams Architects;н/д;2025;Библиотека и художественная галерея.;https://www.architectsjournal.co.uk;;;не проверен
Прочие залы;Heidelberg Town Hall;н/д;Гейдельберг;Германия;Европа;1020 (всего 2900);Waechter + Waechter Architekten BDA;н/д;2025;Новая ратуша с залами.;https://www.mbbm-bso.com;;;не проверен
Прочие залы;Tonhain;н/д;Берлин;Германия;Европа;99;Tietz & Tietz – Architektur & Design;н/д;2025;Студия / малый зал.;https://studiodeschutter.com;;;не проверен
Концертные залы;Arena Musicae;н/д;Сачиле;Италия;Европа;н/д;н/д (из местного дерева);н/д (акустическое совершенство);2025;Открытая концертная арена.;https://intrieste.com;;;не проверен
Музыкальные залы;Light of the North Musical Art Center;н/д;Сяйнятсало;Финляндия;Европа;н/д;Chuxin Tuoyuan studio (Meng Zhao);н/д (оптимизированная акустика);2025;Музыкальный центр.;https://sayart.net;;;не проверен
Музыкальные залы;Elkton Music Hall;н/д;Элктон;США;Северная Америка;300 (трансформируемый);н/д;н/д;2025;Музыкальный зал.;https://cecilcountysportsweekly.com;;;не проверен
Театральные залы;Калужский ТЮЗ;ТЮЗ;Калуга;Россия;Россия и СНГ;377 (большой), 91 (малый);н/д;н/д;2 июня 2025;Театр юного зрителя.;https://ru.wikipedia.org/wiki/Калужский_областной_театр_юного_зрителя;;;не проверен
Театральные залы;Театр юного зрителя (Кукмор);н/д;Кукморский р-н, Татарстан;Россия;Россия и СНГ;н/д;н/д;н/д;2025;Театр юного зрителя.;не удалось подтвердить — требует проверки;;;не проверен
Театральные залы;Backyard Theatre;н/д;Уотчет;Великобритания;Европа;90;н/д (волонтёры);н/д;2025;Малый театр на 89–90 мест в Уотчете, переоборудованная кегельбанная аллея.;https://www.backyard-theatre-watchet.uk;;;не проверен
Театральные залы;Gem Theatre and Star Saloon;н/д;Афина, Орегон;США;Северная Америка;н/д;н/д;н/д;24 октября 2025;Повторное открытие исторического театра 1901 года после 20 лет волонтёрской реставрации.;https://eastoregonian.com/2025/10/23/athenas-gem-theatre-to-celebrate-opening-weekend/;;;не проверен
Прочие залы;ДК «Горняк»;Дом культуры;Черемшанка;Россия;Россия и СНГ;200 (зрительный зал);н/д (быстровозводимый);н/д;2025;Дом культуры со зрительным залом.;"не удалось подтвердить (город Черемшанка не подтверждён; найден ДК Горняк в Черемхово) — требует проверки";;;не проверен
Кинозалы;Кинозал «Мир кино»;н/д;Октябрьский (Богучанский р-н);Россия;Россия и СНГ;н/д;н/д;н/д;24 декабря 2025;Переоборудованный кинозал в сельском ДК посёлка Октябрьский.;https://www.krsk.kp.ru/online/news/6739913/;;;не проверен
Кинозалы;Saltash Studios Cinema;н/д;Солташ;Великобритания;Европа;65;н/д (бывший банк);н/д;2025;Кинозал в бывшем банке, 65 мест.;https://www.cornish-times.co.uk/news/saltashs-secret-cinema-gem-becomes-local-favourite-808337;;;не проверен
Кинозалы;Кинозал в Троицком;н/д;Троицкий (Губкинский г.о.);Россия;Россия и СНГ;н/д;н/д;н/д;2025;Кинозал.;не удалось подтвердить — требует проверки;;;не проверен
Залы библиотек;Модельная библиотека (Саракташ);н/д;Саракташ, Оренбургская обл.;Россия;Россия и СНГ;н/д;н/д;н/д;1 июля 2025;Модельная библиотека нового поколения, Центральная районная библиотека.;https://novierub56.ru/2025/07/02/saraktash-poluchil-sovremennuyu-modelnuyu-biblioteku/;;;не проверен
